student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1027,18,477,0.4444444444444445,0.3928571428571429,0.6086956521739131,215,0.7061728395061726,0.24242424242424238,0.0,5,0.0,0.0,3,682,0.60840108401084
S1028,24,477,0.5972222222222222,0.35714285714285715,0.6086956521739131,215,0.4666666666666668,0.7424242424242422,1.0,5,1.0,2.0,3,318,0.7669376693766938
S1029,20,481,0.2777777777777778,0.5714285714285715,0.8260869565217391,215,0.5703703703703704,0.53030303030303,2.0,6,1.0,2.0,10,318,0.6707317073170733
S1030,21,481,0.513888888888889,0.10714285714285714,0.28260869565217395,785,0.3975308641975308,0.6515151515151514,0.0,2,2.0,0.0,5,682,0.6016260162601625
S1031,17,42,0.20833333333333334,0.5535714285714286,0.5652173913043479,215,0.9061728395061728,0.7272727272727271,0.0,4,0.0,0.0,3,318,0.3401084010840108
S1032,20,42,0.36111111111111116,0.8750000000000001,0.9347826086956522,785,0.5580246913580247,0.5606060606060606,1.0,3,0.0,1.0,7,682,0.3509485094850949
S1034,22,481,0.1527777777777778,0.4821428571428572,0.02173913043478261,785,1.0,0.6818181818181817,0.0,1,1.0,1.0,4,682,0.33875338753387546
S1035,21,481,0.5833333333333334,0.30357142857142855,0.0,215,0.6098765432098765,0.49999999999999983,1.0,1,0.0,0.0,3,682,0.6287262872628727
S1036,20,481,0.48611111111111116,0.5357142857142857,0.5652173913043479,785,0.3802469135802471,0.6212121212121211,0.0,3,1.0,1.0,4,682,0.6029810298102982
S1037,17,477,0.5972222222222222,0.44642857142857145,0.0,215,0.11358024691358026,0.10606060606060602,1.0,0,1.0,0.0,2,682,0.4498644986449865
S1038,17,477,0.5277777777777778,0.30357142857142855,0.30434782608695654,785,0.2666666666666666,0.5757575757575757,2.0,0,0.0,1.0,1,682,0.43224932249322506
S1039,19,477,0.763888888888889,0.5535714285714286,0.5,785,0.2913580246913581,0.37878787878787873,1.0,1,1.0,0.0,3,682,0.7601626016260163
S1040,19,481,0.513888888888889,0.8392857142857143,0.4347826086956522,785,0.9703703703703703,0.8030303030303028,1.0,6,0.0,1.0,2,682,0.5894308943089432
S1041,23,481,0.4027777777777778,0.4107142857142857,0.5,785,0.6592592592592594,0.606060606060606,1.0,6,0.0,0.0,1,682,0.5392953929539297
S1042,18,477,0.513888888888889,0.6071428571428571,0.4347826086956522,785,0.7259259259259259,0.5454545454545452,0.0,3,1.0,2.0,1,318,0.505420054200542
S1043,24,481,0.5972222222222222,0.16071428571428573,0.6956521739130436,785,0.08148148148148149,0.5909090909090906,2.0,0,0.0,1.0,2,682,0.5352303523035231
S1044,20,481,0.5,0.25,0.1739130434782609,785,0.3333333333333335,0.31818181818181807,1.0,4,1.0,2.0,9,682,0.7086720867208671
S1045,20,477,0.5,0.5535714285714286,0.23913043478260873,785,0.8493827160493828,0.7878787878787876,0.0,1,0.0,0.0,5,318,0.6626016260162602
S1046,24,477,0.3333333333333333,0.7678571428571428,0.2173913043478261,785,0.7012345679012348,0.8636363636363635,2.0,5,1.0,0.0,9,318,0.6070460704607046
S1048,22,481,0.19444444444444445,0.375,0.6086956521739131,785,0.7679012345679013,0.7878787878787876,0.0,3,0.0,1.0,6,682,0.35772357723577247
S1049,22,481,0.8472222222222222,0.44642857142857145,0.5,785,1.0,0.39393939393939387,2.0,5,1.0,0.0,1,682,0.9525745257452576
S1050,23,481,0.22222222222222224,0.17857142857142858,0.673913043478261,785,0.5753086419753086,0.34848484848484845,0.0,4,2.0,1.0,10,318,0.4850948509485095
S1051,22,481,0.3472222222222222,0.5714285714285715,0.10869565217391305,785,0.6469135802469137,0.49999999999999983,2.0,0,1.0,0.0,5,682,0.4539295392953931
S1052,19,481,0.3333333333333333,0.6428571428571429,0.7826086956521741,785,0.6765432098765434,0.5757575757575757,0.0,6,1.0,0.0,1,682,0.3008130081300813
S1053,20,481,0.6666666666666666,0.35714285714285715,0.7608695652173914,785,1.0,0.42424242424242414,1.0,0,0.0,1.0,7,318,0.6016260162601625
S1054,23,481,0.4305555555555556,0.3392857142857143,0.5652173913043479,215,0.11111111111111116,0.5909090909090906,0.0,5,1.0,1.0,10,682,0.5677506775067751
S1055,20,477,0.7500000000000001,0.5,0.8260869565217391,785,0.7975308641975309,0.5606060606060606,1.0,2,1.0,1.0,8,682,0.826558265582656
S1056,24,477,0.3472222222222222,0.35714285714285715,0.0,785,0.6024691358024694,0.31818181818181807,1.0,6,0.0,0.0,8,682,0.5487804878048781
S1057,17,477,0.5416666666666666,0.42857142857142855,0.2608695652173913,785,0.7703703703703706,0.5909090909090906,1.0,1,0.0,0.0,7,318,0.6639566395663956
S1058,19,481,0.3055555555555556,0.8928571428571429,0.2173913043478261,785,0.4666666666666668,0.6515151515151514,2.0,5,2.0,0.0,2,318,0.27371273712737126
S1059,21,481,0.9305555555555556,0.3928571428571429,0.5652173913043479,785,0.617283950617284,0.53030303030303,1.0,3,2.0,0.0,5,318,0.9607046070460705
S1060,19,481,0.2361111111111111,0.375,0.13043478260869565,215,0.804938271604938,0.7121212121212119,0.0,1,1.0,0.0,4,682,0.47425474254742556
S1061,23,477,0.5555555555555556,0.30357142857142855,0.5652173913043479,785,1.0,0.27272727272727265,0.0,4,0.0,1.0,5,682,0.6612466124661247
S1062,21,477,0.625,0.6071428571428571,0.7173913043478262,215,0.8296296296296295,0.5909090909090906,1.0,6,1.0,1.0,10,682,0.9281842818428185
S1063,17,477,0.5694444444444444,0.4107142857142857,0.5652173913043479,215,0.4197530864197532,0.2878787878787878,0.0,3,0.0,0.0,9,682,0.6964769647696476
S1064,23,477,0.4444444444444445,0.30357142857142855,0.45652173913043487,785,0.5259259259259259,0.3030303030303029,1.0,3,1.0,2.0,4,318,0.5745257452574526
S1065,18,481,0.4583333333333333,0.7321428571428571,0.15217391304347827,785,0.5185185185185186,0.37878787878787873,2.0,0,2.0,1.0,8,682,0.5880758807588076
S1066,20,477,0.5,0.75,0.19565217391304351,785,0.18518518518518512,0.3333333333333333,1.0,4,0.0,0.0,8,682,0.5460704607046072
S1067,17,477,0.4583333333333333,0.32142857142857145,0.6956521739130436,785,0.5481481481481483,0.39393939393939387,2.0,0,2.0,1.0,2,682,0.48780487804878064
S1068,20,481,0.6805555555555556,0.05357142857142857,0.5869565217391305,215,0.8098765432098767,0.4545454545454544,1.0,0,0.0,2.0,6,682,0.7574525745257452
S1069,22,477,0.9444444444444444,0.6607142857142858,0.39130434782608703,785,0.3160493827160493,0.6515151515151514,2.0,6,2.0,0.0,5,682,1.0
S1070,18,481,0.37500000000000006,0.30357142857142855,0.28260869565217395,785,0.8888888888888888,0.4393939393939393,2.0,2,0.0,1.0,2,318,0.4539295392953931
S1071,18,481,0.19444444444444445,0.6071428571428571,0.0,785,0.7506172839506173,0.212121212121212,0.0,0,1.0,2.0,10,318,0.39159891598916
S1072,17,477,0.4722222222222222,0.01785714285714286,0.13043478260869565,785,0.44938271604938285,0.7121212121212119,0.0,1,1.0,0.0,4,318,0.6897018970189701
S1075,18,481,0.8333333333333334,0.6071428571428571,0.4347826086956522,215,0.8098765432098767,0.5757575757575757,0.0,0,0.0,1.0,9,318,0.9986449864498645
S1076,20,477,0.8333333333333334,0.44642857142857145,0.6304347826086957,785,0.6320987654320986,0.53030303030303,2.0,5,0.0,0.0,10,318,1.0
S1077,20,481,0.37500000000000006,0.25,0.08695652173913045,785,0.5703703703703704,0.6969696969696968,0.0,1,0.0,2.0,1,682,0.42005420054200554
S1078,23,481,0.6111111111111112,0.35714285714285715,0.4347826086956522,215,0.6493827160493826,0.5909090909090906,1.0,4,2.0,1.0,5,682,0.6924119241192412
S1079,20,477,0.8194444444444445,0.5892857142857143,0.6086956521739131,215,0.5037037037037038,0.34848484848484845,1.0,3,2.0,0.0,7,682,0.8861788617886179
S1080,23,477,0.4027777777777778,0.4642857142857143,0.39130434782608703,785,0.11111111111111116,0.8939393939393936,1.0,6,1.0,1.0,8,682,0.6029810298102982
S1082,21,481,0.36111111111111116,0.8750000000000001,0.0,215,0.6691358024691358,0.46969696969696956,0.0,6,1.0,2.0,4,682,0.4607046070460706
S1083,24,477,0.2777777777777778,0.10714285714285714,0.6521739130434783,785,0.7283950617283952,0.6818181818181817,2.0,6,1.0,1.0,2,318,0.32926829268292684
S1084,23,481,0.3472222222222222,0.7857142857142858,0.3478260869565218,785,0.6148148148148151,0.5454545454545452,0.0,5,0.0,0.0,4,682,0.3401084010840108
S1085,19,477,0.2361111111111111,0.4642857142857143,0.5652173913043479,785,0.4469135802469135,0.5757575757575757,1.0,4,0.0,1.0,6,682,0.3699186991869919
S1086,22,477,0.5,0.25,0.5,785,0.5827160493827162,0.9545454545454544,1.0,5,0.0,2.0,6,682,0.7181571815718157
S1087,17,477,0.3194444444444444,0.16071428571428573,0.2173913043478261,785,0.23456790123456805,0.4545454545454544,0.0,1,2.0,0.0,2,318,0.28455284552845533
S1088,20,477,0.5416666666666666,0.4107142857142857,0.45652173913043487,785,1.0,0.4393939393939393,2.0,6,0.0,1.0,4,682,0.6395663956639568
S1089,18,477,0.16666666666666666,0.6428571428571429,0.0,785,0.32592592592592595,0.5151515151515149,2.0,4,1.0,0.0,4,318,0.2018970189701898
S1090,24,477,0.5555555555555556,0.4107142857142857,0.5434782608695653,785,0.37530864197530867,0.6969696969696968,0.0,6,0.0,1.0,1,682,0.6991869918699187
S1091,20,481,0.6666666666666666,0.7678571428571428,0.45652173913043487,785,0.5209876543209875,0.22727272727272724,0.0,5,1.0,0.0,2,682,0.5040650406504066
S1092,18,477,0.06944444444444445,0.14285714285714288,0.5434782608695653,215,0.9481481481481482,0.1363636363636363,2.0,4,1.0,1.0,3,682,0.23983739837398382
S1094,22,481,0.7361111111111112,0.17857142857142858,0.47826086956521746,785,0.32345679012345663,0.19696969696969685,0.0,0,1.0,0.0,8,682,0.7466124661246611
S1095,22,477,0.2361111111111111,0.5178571428571429,0.4347826086956522,785,0.9382716049382718,0.42424242424242414,1.0,0,1.0,1.0,6,682,0.3252032520325204
S1096,18,481,0.8333333333333334,0.6428571428571429,0.1739130434782609,785,0.8098765432098767,0.5909090909090906,1.0,0,1.0,1.0,3,682,0.8360433604336044
S1097,20,477,0.5694444444444444,0.35714285714285715,0.2173913043478261,785,0.7629629629629631,0.3333333333333333,1.0,5,0.0,0.0,6,682,0.7411924119241193
S1098,22,477,0.3333333333333333,0.0,0.673913043478261,785,0.8074074074074074,0.24242424242424238,1.0,3,0.0,1.0,7,318,0.5108401084010841
S1099,21,477,0.4722222222222222,0.4821428571428572,0.7391304347826088,785,1.0,0.5151515151515149,1.0,1,1.0,1.0,6,682,0.5338753387533874
S1101,18,477,0.5,0.5357142857142857,0.41304347826086957,785,0.45925925925925926,0.19696969696969685,1.0,6,0.0,0.0,6,682,0.6476964769647697
S1103,20,477,0.2916666666666667,0.21428571428571427,0.673913043478261,785,0.7234567901234565,0.6515151515151514,1.0,4,2.0,0.0,3,682,0.3279132791327914
S1104,18,477,0.5277777777777778,0.5892857142857143,0.5434782608695653,785,0.7530864197530867,0.6666666666666665,1.0,5,0.0,1.0,7,682,0.6517615176151761
S1105,18,477,0.19444444444444445,0.6964285714285714,0.8478260869565218,215,0.2123456790123457,0.7272727272727271,1.0,4,1.0,0.0,4,318,0.08943089430894308
S1106,22,477,0.4583333333333333,0.07142857142857144,0.1739130434782609,785,0.5876543209876544,0.8939393939393936,1.0,6,1.0,1.0,4,318,0.7601626016260163
S1108,22,481,0.3333333333333333,0.3392857142857143,0.45652173913043487,785,0.8345679012345677,0.5151515151515149,2.0,4,1.0,0.0,9,318,0.45799457994579956
S1109,23,481,0.7500000000000001,0.42857142857142855,0.5434782608695653,785,0.893827160493827,0.42424242424242414,0.0,2,1.0,1.0,2,682,0.6951219512195121
S1110,24,477,0.7083333333333334,0.5178571428571429,0.3478260869565218,785,0.11851851851851847,0.49999999999999983,0.0,3,0.0,0.0,9,318,0.8170731707317074
S1111,23,481,0.6111111111111112,0.3392857142857143,0.1739130434782609,785,0.6246913580246911,0.7727272727272727,1.0,1,1.0,0.0,3,682,0.6869918699186992
S1112,24,481,0.2638888888888889,0.30357142857142855,0.6086956521739131,785,0.9061728395061728,0.2575757575757575,0.0,1,0.0,2.0,6,318,0.23983739837398382
S1113,22,477,0.4166666666666667,0.44642857142857145,0.5652173913043479,785,0.5827160493827162,0.34848484848484845,0.0,0,0.0,0.0,4,682,0.3401084010840108
S1114,23,481,0.7361111111111112,0.21428571428571427,0.1739130434782609,785,0.8098765432098767,0.7575757575757573,0.0,2,1.0,0.0,1,682,0.7737127371273713
S1118,24,481,0.5277777777777778,0.5892857142857143,0.41304347826086957,785,0.32839506172839505,0.5606060606060606,2.0,3,0.0,1.0,2,318,0.43495934959349597
S1119,21,481,0.4166666666666667,0.5535714285714286,0.5217391304347826,215,0.3530864197530863,0.7727272727272727,0.0,4,1.0,0.0,7,682,0.5433604336043361
S1120,24,477,0.513888888888889,0.07142857142857144,0.19565217391304351,785,0.804938271604938,0.5151515151515149,0.0,6,0.0,0.0,6,682,0.8360433604336044
S1121,21,477,0.4583333333333333,0.30357142857142855,0.39130434782608703,785,0.634567901234568,0.6818181818181817,2.0,0,1.0,1.0,2,682,0.46476964769647705
S1122,18,477,0.6388888888888888,0.6964285714285714,0.0,785,0.5950617283950614,0.9848484848484844,2.0,3,1.0,1.0,2,682,0.7940379403794038
S1123,23,481,0.6805555555555556,0.23214285714285715,0.6086956521739131,785,0.5259259259259259,0.606060606060606,1.0,1,0.0,0.0,4,682,0.6883468834688347
S1124,21,481,0.3194444444444444,0.3392857142857143,0.02173913043478261,785,0.5530864197530865,0.5151515151515149,0.0,2,0.0,0.0,4,682,0.48102981029810304
S1125,24,477,0.20833333333333334,0.5535714285714286,0.7608695652173914,785,0.8888888888888888,0.6363636363636362,0.0,0,1.0,0.0,3,682,0.24119241192411928
S1126,18,477,0.09722222222222222,0.6071428571428571,0.30434782608695654,215,0.545679012345679,0.4393939393939393,2.0,1,1.0,2.0,8,682,0.21951219512195125
S1127,17,481,0.5972222222222222,0.3928571428571429,0.3478260869565218,785,0.2987654320987654,0.9393939393939392,1.0,5,0.0,1.0,7,682,0.8373983739837398
S1128,20,477,0.25,0.32142857142857145,0.23913043478260873,785,0.812345679012346,0.53030303030303,1.0,0,1.0,1.0,2,682,0.3048780487804879
S1129,20,477,0.041666666666666664,0.75,0.32608695652173914,785,0.5802469135802468,0.4545454545454544,1.0,1,1.0,0.0,3,318,0.008130081300813052
S1130,20,481,0.5694444444444444,0.8214285714285714,0.7391304347826088,785,0.6370370370370368,0.34848484848484845,2.0,5,0.0,1.0,10,682,0.7506775067750677
S1131,21,481,1.0,0.6607142857142858,0.0,785,1.0,0.6969696969696968,1.0,6,1.0,1.0,9,682,1.0
S1132,17,481,0.48611111111111116,0.4642857142857143,0.6956521739130436,215,0.6246913580246911,0.6515151515151514,0.0,5,0.0,0.0,5,318,0.6476964769647697
S1133,21,481,0.6666666666666666,0.26785714285714285,0.47826086956521746,785,0.7012345679012348,0.409090909090909,0.0,4,0.0,2.0,2,318,0.7073170731707319
S1134,23,477,0.5,0.26785714285714285,0.10869565217391305,785,0.3382716049382717,0.606060606060606,0.0,2,0.0,1.0,3,682,0.6029810298102982
S1135,21,477,0.4722222222222222,0.5535714285714286,0.13043478260869565,785,0.5753086419753086,0.22727272727272724,0.0,4,0.0,1.0,8,682,0.6517615176151761
S1136,17,481,0.6805555555555556,0.5357142857142857,0.7826086956521741,785,0.780246913580247,0.53030303030303,1.0,1,0.0,1.0,4,682,0.5609756097560976
S1137,17,477,0.4305555555555556,0.75,0.1739130434782609,785,0.2444444444444447,0.5757575757575757,1.0,6,0.0,2.0,2,682,0.5216802168021681
S1138,23,477,0.5416666666666666,0.5892857142857143,0.10869565217391305,785,0.6790123456790123,0.8030303030303028,0.0,3,2.0,0.0,2,682,0.513550135501355
S1139,17,477,0.5555555555555556,0.125,0.673913043478261,785,0.6543209876543208,0.3636363636363635,1.0,6,1.0,2.0,6,682,0.7764227642276422
S1140,24,477,0.3472222222222222,0.6785714285714286,0.47826086956521746,785,0.6395061728395062,0.27272727272727265,1.0,6,1.0,1.0,8,682,0.5040650406504066
S1141,17,477,0.6944444444444444,0.23214285714285715,0.1739130434782609,785,0.88641975308642,0.3333333333333333,1.0,6,0.0,1.0,7,682,0.948509485094851
S1142,20,477,0.4444444444444445,0.35714285714285715,0.4347826086956522,785,0.7111111111111112,0.2575757575757575,0.0,4,0.0,2.0,4,318,0.5311653116531168
S1144,24,477,0.5972222222222222,0.8750000000000001,0.6521739130434783,785,0.3851851851851851,0.7878787878787876,0.0,5,2.0,1.0,9,318,0.6476964769647697
S1146,19,481,0.48611111111111116,0.5714285714285715,0.5217391304347826,785,0.6493827160493826,0.7272727272727271,2.0,2,0.0,1.0,9,682,0.6680216802168022
S1147,19,481,0.48611111111111116,0.4107142857142857,0.47826086956521746,785,0.36543209876543203,0.53030303030303,0.0,3,0.0,2.0,5,318,0.7032520325203251
S1148,17,481,0.7083333333333334,0.5535714285714286,0.8043478260869567,785,0.8666666666666667,0.4848484848484848,0.0,1,2.0,1.0,7,682,0.7994579945799458
S1150,19,477,0.48611111111111116,0.375,0.10869565217391305,215,0.6246913580246911,0.4393939393939393,1.0,4,0.0,0.0,2,682,0.5149051490514907
S1151,19,481,0.6527777777777778,0.8392857142857143,0.5,785,0.7555555555555555,0.212121212121212,1.0,1,1.0,1.0,6,682,0.5894308943089432
S1152,17,481,0.7777777777777778,0.5,0.8913043478260869,785,0.6493827160493826,0.5454545454545452,1.0,4,1.0,1.0,7,682,0.8685636856368564
S1154,21,477,0.48611111111111116,0.5892857142857143,0.30434782608695654,785,0.18024691358024691,0.6363636363636362,0.0,1,0.0,1.0,3,682,0.5257452574525745
S1155,18,477,0.20833333333333334,0.5357142857142857,0.5,785,0.45432098765432105,0.5151515151515149,0.0,3,1.0,1.0,10,682,0.421409214092141
S1156,23,477,0.2638888888888889,0.625,0.3695652173913044,215,0.28641975308641965,0.46969696969696956,0.0,0,1.0,1.0,8,682,0.42682926829268303
S1157,18,477,0.4166666666666667,0.32142857142857145,0.15217391304347827,785,1.0,0.34848484848484845,2.0,4,0.0,2.0,3,682,0.41327913279132805
S1158,17,481,0.36111111111111116,0.32142857142857145,0.6521739130434783,785,0.6000000000000001,0.5151515151515149,0.0,4,0.0,1.0,5,318,0.489159891598916
S1159,20,481,0.4444444444444445,0.21428571428571427,0.9565217391304349,785,0.5432098765432101,0.6363636363636362,1.0,3,0.0,0.0,9,682,0.7005420054200544
S1160,23,477,0.5,0.5357142857142857,0.4347826086956522,785,0.8493827160493828,0.2878787878787878,0.0,0,2.0,0.0,5,682,0.5284552845528456
S1161,17,42,0.5972222222222222,0.6071428571428571,0.1739130434782609,785,0.3530864197530863,0.5151515151515149,1.0,6,1.0,0.0,7,682,0.6856368563685638
S1162,24,481,0.4722222222222222,0.5357142857142857,0.02173913043478261,785,0.4395061728395062,0.5454545454545452,0.0,5,2.0,0.0,7,682,0.7804878048780488
S1163,20,477,0.5833333333333334,0.8035714285714286,0.45652173913043487,785,0.6469135802469137,0.3636363636363635,2.0,2,2.0,1.0,5,682,0.6016260162601625
S1164,18,477,0.5,0.44642857142857145,0.6521739130434783,785,0.8839506172839506,0.39393939393939387,2.0,3,1.0,0.0,2,318,0.5
S1165,17,477,0.06944444444444445,0.5892857142857143,0.5,785,0.7530864197530867,0.5454545454545452,0.0,4,1.0,1.0,5,682,0.17344173441734417
S1166,24,477,0.2916666666666667,0.21428571428571427,0.39130434782608703,785,0.691358024691358,0.2878787878787878,0.0,1,1.0,0.0,7,682,0.5487804878048781
S1167,23,477,0.4583333333333333,0.35714285714285715,0.2608695652173913,215,0.6493827160493826,0.5606060606060606,2.0,0,1.0,1.0,7,682,0.6233062330623307
S1168,23,477,0.2361111111111111,0.5892857142857143,0.13043478260869565,785,0.7283950617283952,0.3333333333333333,0.0,5,0.0,1.0,4,318,0.3238482384823849
S1169,22,477,0.6111111111111112,0.625,0.5869565217391305,215,0.6790123456790123,0.6969696969696968,0.0,2,0.0,1.0,1,682,0.49051490514905155
S1170,24,477,0.8055555555555556,0.375,0.6086956521739131,785,0.37530864197530867,0.9242424242424241,0.0,1,0.0,1.0,6,682,0.9539295392953928
S1171,21,481,0.7361111111111112,0.42857142857142855,0.02173913043478261,785,0.6419753086419755,0.34848484848484845,1.0,0,0.0,1.0,3,318,0.8075880758807588
S1172,19,477,0.4444444444444445,0.125,0.7608695652173914,785,0.36543209876543203,0.5909090909090906,1.0,5,1.0,1.0,5,682,0.570460704607046
S1173,20,481,0.7916666666666667,0.375,0.5217391304347826,785,0.6493827160493826,0.3636363636363635,0.0,3,2.0,1.0,4,318,0.7804878048780488
S1174,24,477,0.513888888888889,0.6428571428571429,0.7173913043478262,215,0.5111111111111113,0.6818181818181817,1.0,5,1.0,2.0,2,682,0.5840108401084012
S1175,22,42,0.4166666666666667,0.5714285714285715,0.06521739130434782,785,1.0,0.27272727272727265,1.0,3,2.0,1.0,7,682,0.5298102981029811
S1176,19,477,0.36111111111111116,0.5535714285714286,0.06521739130434782,785,0.6197530864197529,0.5909090909090906,1.0,6,1.0,0.0,5,318,0.6951219512195121
S1177,19,477,0.4166666666666667,0.4642857142857143,0.3478260869565218,785,0.28395061728395055,0.34848484848484845,0.0,0,2.0,0.0,7,318,0.39024390243902446
S1179,19,481,0.5277777777777778,0.30357142857142855,0.8260869565217391,785,0.7580246913580249,0.31818181818181807,1.0,2,1.0,0.0,4,682,0.43224932249322506
S1181,23,477,0.48611111111111116,0.5357142857142857,0.32608695652173914,215,0.4839506172839505,0.34848484848484845,1.0,0,0.0,0.0,9,682,0.5582655826558267
S1182,22,477,0.5833333333333334,0.5535714285714286,0.15217391304347827,785,0.23950617283950626,0.606060606060606,1.0,1,2.0,2.0,10,682,0.7276422764227644
S1183,19,481,0.7361111111111112,0.3392857142857143,0.6956521739130436,785,0.8320987654320988,0.4393939393939393,0.0,1,1.0,0.0,4,318,0.8062330623306233
S1184,17,481,0.6805555555555556,0.0,0.15217391304347827,785,0.288888888888889,0.4848484848484848,0.0,5,2.0,2.0,5,682,0.948509485094851
S1185,21,481,0.18055555555555558,0.6785714285714286,0.7826086956521741,215,0.5209876543209875,0.53030303030303,0.0,5,0.0,1.0,5,682,0.19241192411924118
S1186,18,481,0.0,0.3392857142857143,0.32608695652173914,785,0.5654320987654322,0.3636363636363635,0.0,3,0.0,0.0,8,682,0.3929539295392955
S1187,23,477,0.6805555555555556,0.26785714285714285,0.7608695652173914,785,0.6123456790123458,0.5454545454545452,0.0,0,0.0,0.0,4,682,0.6449864498644986
S1188,23,481,0.19444444444444445,0.5892857142857143,0.5434782608695653,785,0.8000000000000003,0.7727272727272727,0.0,3,1.0,2.0,4,318,0.27506775067750683
S1189,22,477,0.4444444444444445,0.35714285714285715,0.3478260869565218,785,0.4617283950617286,0.3636363636363635,0.0,2,1.0,0.0,7,318,0.46476964769647705
S1190,23,477,0.2361111111111111,0.6785714285714286,0.2608695652173913,785,0.5629629629629629,0.7121212121212119,2.0,6,2.0,1.0,5,682,0.3956639566395664
S1191,19,477,0.11111111111111112,0.5714285714285715,0.30434782608695654,785,0.6271604938271604,0.7727272727272727,1.0,1,2.0,0.0,6,682,0.2560975609756098
